corpus,music,position,r-word
JAZZ,29,1,bbbbab
JAZZ,29,2,bbbb
JAZZ,29,3,bbbbab
JAZZ,29,4,bbbb
JAZZ,29,5,bbbbbbbb
JAZZ,29,6,jebb
JAZZ,29,7,eebb
JAZZ,29,8,bbbbbbbb
JAZZ,29,9,bbbb
JAZZ,30,1,ejb
JAZZ,30,2,ebpb
JAZZ,30,3,ejb
JAZZ,30,4,ebpb
JAZZ,30,5,ejb
JAZZ,30,6,ebpbjapb
JAZZ,30,7,bbbb
JAZZ,30,8,jjebb
JAZZ,30,9,jjebb
JAZZ,30,10,jjebb
JAZZ,30,11,bajeb
JAZZ,30,12,ejb
JAZZ,30,13,ebpb
JAZZ,30,14,ejb
JAZZ,30,15,ebpb
JAZZ,30,16,ejb
JAZZ,30,17,ejjb
JAZZ,30,18,japb
JAZZ,31,1,bbab
JAZZ,31,2,bebeb
JAZZ,31,3,bbab
JAZZ,31,4,kdb
JAZZ,31,5,bbab
JAZZ,31,6,ebebeb
JAZZ,31,7,bbbebabaabb
JAZZ,31,8,bbeb
JAZZ,31,9,bkdbeb
JAZZ,31,10,bbbeb
JAZZ,31,11,ebjb
JAZZ,31,12,bbab
JAZZ,31,13,bebeb
JAZZ,31,14,bbbebbbabab
JAZZ,32,1,jjjb
JAZZ,32,2,jjjbj
JAZZ,32,3,jjjb
JAZZ,32,4,ejbaabbabab
JAZZ,32,5,bjjjb
JAZZ,32,6,jjjb
JAZZ,32,7,kdkdkdb
JAZZ,32,8,jjjb
JAZZ,32,9,jjjb
JAZZ,32,10,jjjb
JAZZ,32,11,jjjbj
JAZZ,32,12,jjjb
JAZZ,32,13,ejbaabbabab
JAZZ,33,1,jaaaj
JAZZ,33,2,ejbjaj
JAZZ,33,3,ejbjaj
JAZZ,33,4,jaaajae
JAZZ,33,5,bbeb
JAZZ,33,6,bbj
JAZZ,33,7,ejjb
JAZZ,33,8,jaaaj
JAZZ,33,9,jaaaj
JAZZ,33,10,ejjbjaj
JAZZ,33,11,ejbjaj
JAZZ,33,12,jaaajae
JAZZ,34,1,baabbbeb
JAZZ,34,2,bbbbbbaabb
JAZZ,34,3,bbbbbbab
JAZZ,34,4,baabbbbbb
JAZZ,34,5,bbbb
JAZZ,34,6,bbbbbb
JAZZ,35,1,bj
JAZZ,35,2,kdb
JAZZ,35,3,bj
JAZZ,35,4,bbbbbkdb
JAZZ,35,5,bebbbbb
JAZZ,35,6,eebbbbb
JAZZ,35,7,jabbj
JAZZ,35,8,bj
JAZZ,35,9,bbb
JAZZ,35,10,kdbj
JAZZ,35,11,bejebje
JAZZ,35,12,efdbj
JAZZ,35,13,bebbbbb
JAZZ,35,14,eebbbbjj
JAZZ,35,15,ebbj
JAZZ,35,16,bj
JAZZ,36,1,bajeb
JAZZ,36,2,ejjj
JAZZ,36,3,fokok
JAZZ,36,4,okobe
JAZZ,36,5,bajeb
JAZZ,36,6,jbjbb
JAZZ,36,7,be
JAZZ,36,8,be
JAZZ,36,9,be
JAZZ,36,10,be
JAZZ,36,11,be
JAZZ,36,12,jeebab
JAZZ,36,13,jjjj
JAZZ,36,14,ebebbbbbbj
JAZZ,37,1,vb
JAZZ,37,2,ebpj
JAZZ,37,3,vb
JAZZ,37,4,etbtb
JAZZ,37,5,vb
JAZZ,37,6,ebsj
JAZZ,37,7,pbjbjb
JAZZ,37,8,jbjbej
JAZZ,37,9,jbjbej
JAZZ,37,10,bbebebbb
JAZZ,37,11,ejbjbb
JAZZ,37,12,jjj
JAZZ,37,13,vb
JAZZ,37,14,ebpj
JAZZ,37,15,vb
JAZZ,37,16,etbt
JAZZ,37,17,vb
JAZZ,37,18,ebsj
JAZZ,37,19,pbjbjb
JAZZ,38,1,baaaaaabbb
JAZZ,38,2,bbbbjb
JAZZ,38,3,bbbbbbbaab
JAZZ,38,4,bbabbbb
JAZZ,38,5,baejjb
JAZZ,38,6,bbbbbjb
JAZZ,38,7,bbbjb
JAZZ,38,8,ejjb
JAZZ,38,9,bbbb
JAZZ,38,10,ejbbb
JAZZ,38,11,bbbb
JAZZ,39,1,jb
JAZZ,39,2,jjjjjb
JAZZ,39,3,osjjb
JAZZ,39,4,jbob
JAZZ,39,5,ojekdb
JAZZ,39,6,fdkdjj
JAZZ,39,7,jkdjj
JAZZ,39,8,fdkdjj
JAZZ,39,9,ejkdb
JAZZ,39,10,jb
JAZZ,39,11,jjjjjb
JAZZ,39,12,osjjb
JAZZ,39,13,jbob
JAZZ,39,14,ojekdb
JAZZ,40,1,baje
JAZZ,40,2,babab
JAZZ,40,3,baje
JAZZ,40,4,jeabbajb
JAZZ,40,5,bbbbbebb
JAZZ,40,6,bbb
JAZZ,40,7,bbaje
JAZZ,40,8,babab
JAZZ,40,9,lbelj
JAZZ,40,10,llbbb
JAZZ,40,11,lbelj
JAZZ,40,12,lljab
JAZZ,40,13,gljelj
JAZZ,40,14,glbeljee
JAZZ,40,15,lbelj
JAZZ,40,16,llbbb
JAZZ,41,1,babbbeb
JAZZ,41,2,babbbeb
JAZZ,41,3,babbbabbb
JAZZ,41,4,babbbeb
JAZZ,41,5,babbbeb
JAZZ,41,6,babbbebeb
JAZZ,41,7,bbbebbb
JAZZ,41,8,bbbebbb
JAZZ,41,9,bbbebbbabbb
JAZZ,41,10,bababbbeb
JAZZ,41,11,babbbeb
JAZZ,41,12,babbbebab
JAZZ,41,13,babbbebab
JAZZ,42,1,ejjjjj
JAZZ,42,2,ejjjeej
JAZZ,42,3,ejejj
JAZZ,42,4,eajjjbj
JAZZ,42,5,eajjjbj
JAZZ,42,6,ejjjj
JAZZ,42,7,esssb
JAZZ,42,8,esssssb
JAZZ,42,9,ejjjjjjb
JAZZ,42,10,ejjjjj
JAZZ,42,11,ejjjeej
JAZZ,42,12,ejejj
JAZZ,42,13,eajjjbj
JAZZ,42,14,eajjjbj
JAZZ,42,15,ejjjj
JAZZ,42,16,esssjjjjb
JAZZ,42,17,esssjsssb
JAZZ,43,1,baaaaabbbe
JAZZ,43,2,bbbe
JAZZ,43,3,eeee
JAZZ,43,4,pbaaaajee
JAZZ,43,5,eeeeeee
JAZZ,43,6,babe
JAZZ,43,7,jjb
JAZZ,43,8,be
JAZZ,43,9,eabbbe
JAZZ,43,10,jbjee
JAZZ,43,11,eeee
JAZZ,44,1,ejbeab
JAZZ,44,2,eesjj
JAZZ,44,3,j
JAZZ,44,4,beab
JAZZ,44,5,eesjj
JAZZ,44,6,esjj
JAZZ,44,7,esjj
JAZZ,44,8,esjj
JAZZ,44,9,beab
JAZZ,44,10,eesjj
JAZZ,44,11,jabb
JAZZ,45,1,bbbbbj
JAZZ,45,2,fdbbbbbj
JAZZ,45,3,kdkdbj
JAZZ,45,4,jjbj
JAZZ,45,5,jjjjbab
JAZZ,45,6,jbb
JAZZ,45,7,jb
JAZZ,45,8,jjjjbab
JAZZ,45,9,jeajbbbb
JAZZ,45,10,bbbbbj
JAZZ,45,11,fdbbbbbj
JAZZ,45,12,bkdkdbj
JAZZ,45,13,jjbj
JAZZ,46,1,jje
JAZZ,46,2,eaj
JAZZ,46,3,jje
JAZZ,46,4,eaj
JAZZ,46,5,eaj
JAZZ,46,6,eabj
JAZZ,46,7,jjej
JAZZ,46,8,ejej
JAZZ,46,9,jjej
JAZZ,46,10,ejej
JAZZ,46,11,jje
JAZZ,46,12,eaj
JAZZ,46,13,jje
JAZZ,46,14,eaj
JAZZ,46,15,eaj
JAZZ,46,16,eabj
JAZZ,47,1,eajj
JAZZ,47,2,fdje
JAZZ,47,3,ejee
JAZZ,47,4,kdfdb
JAZZ,47,5,ekdb
JAZZ,47,6,eejjjejb
JAZZ,47,7,eab
JAZZ,47,8,ejjjeeje
JAZZ,48,1,ejjb
JAZZ,48,2,bbaabb
JAZZ,48,3,ejjb
JAZZ,48,4,bbaabb
JAZZ,48,5,jjbaabbaabb
JAZZ,48,6,jjbaabbaabb
JAZZ,48,7,ejjb
JAZZ,48,8,bbaabb
JAZZ,48,9,ejjb
JAZZ,48,10,bbaabb
JAZZ,48,11,jjbeb
JAZZ,48,12,jjbeb
JAZZ,48,13,jjbeb
JAZZ,48,14,ejjb
JAZZ,49,1,jjjjb
JAZZ,49,2,esjjjjb
JAZZ,49,3,esb
JAZZ,49,4,ejb
JAZZ,49,5,ejb
JAZZ,49,6,jbejjb
JAZZ,49,7,jbejjb
JAZZ,49,8,jbesjb
JAZZ,49,9,ejjb
JAZZ,49,10,ejjb
JAZZ,49,11,ejjjjjb
JAZZ,49,12,esjjjjb
JAZZ,49,13,esb
JAZZ,49,14,ejb
JAZZ,49,15,ejb
JAZZ,50,1,ejje
JAZZ,50,2,ejvb
JAZZ,50,3,vbe
JAZZ,50,4,eeeejbb
JAZZ,50,5,ejeaee
JAZZ,50,6,eepbaaj
JOBIM,01,1,jjjaafdkdb
JOBIM,01,2,bbbbafdkdb
JOBIM,01,3,kdbbb
JOBIM,01,4,fdkdb
JOBIM,01,5,kdbeb
JOBIM,01,6,fdkdbekdb
JOBIM,01,7,kd
JOBIM,01,8,fdkdb
JOBIM,01,9,kdbeb
JOBIM,01,10,fdkdb
JOBIM,01,11,jje
JOBIM,01,12,jje
JOBIM,01,13,jje
JOBIM,01,14,jjj
JOBIM,01,15,ejejejeqeb
JOBIM,01,16,ebejb
JOBIM,01,17,obbbobebobj
JOBIM,01,18,obj
JOBIM,01,19,obje
JOBIM,01,20,ebb
JOBIM,01,21,jkd
JOBIM,01,22,bkd
JOBIM,01,23,bkd
JOBIM,01,24,bkd
JOBIM,01,25,jbbb
JOBIM,01,26,ejbb
JOBIM,01,27,bbbabbj
JOBIM,01,28,bbj
JOBIM,01,29,jjje
JOBIM,01,30,ejjbb
JOBIM,02,1,pn
JOBIM,02,2,bbnc
JOBIM,02,3,pn
JOBIM,02,4,bbn
JOBIM,02,5,pn
JOBIM,02,6,bbnc
JOBIM,02,7,nnmlnn
JOBIM,02,8,vb
JOBIM,02,9,vbu
JOBIM,02,10,vb
JOBIM,02,11,vbu
JOBIM,02,12,pn
JOBIM,02,13,bbnc
JOBIM,02,14,pn
JOBIM,02,15,bbn
JOBIM,02,16,pn
JOBIM,02,17,bbnc
JOBIM,02,18,gnmb
JOBIM,02,19,gnn
JOBIM,02,20,vb
JOBIM,02,21,vbu
JOBIM,02,22,vb
JOBIM,02,23,vbu
JOBIM,03,1,uvvvb
JOBIM,03,2,uvvvb
JOBIM,03,3,uvb
JOBIM,03,4,uvb
JOBIM,03,5,uvvb
JOBIM,03,6,gvvvb
JOBIM,03,7,gvvvb
JOBIM,03,8,gvvvb
JOBIM,03,9,uvvb
JOBIM,04,1,s
JOBIM,04,2,ejjbejejjbej
JOBIM,04,3,ejjbbb
JOBIM,04,4,bbbb
JOBIM,04,5,ejjbej
JOBIM,04,6,ejjbej
JOBIM,04,7,ejjbbb
JOBIM,04,8,s
JOBIM,04,9,ejjbbs
JOBIM,04,10,ejjbbs
JOBIM,04,11,ejjjeb
JOBIM,04,12,es
JOBIM,05,1,bbabb
JOBIM,05,2,bbabb
JOBIM,05,3,bbabb
JOBIM,05,4,bbabb
JOBIM,05,5,bbabb
JOBIM,05,6,bbabb
JOBIM,05,7,bbabb
JOBIM,05,8,bbabb
JOBIM,05,9,bb
JOBIM,05,10,bb
JOBIM,05,11,nan
JOBIM,05,12,nnn
JOBIM,05,13,gran
JOBIM,05,14,srn
JOBIM,05,15,sbn
JOBIM,05,16,gnnng
JOBIM,05,17,nnn
JOBIM,05,18,sb
JOBIM,05,19,sr
JOBIM,05,20,gtv
JOBIM,05,21,pv
JOBIM,05,22,ntb
JOBIM,05,23,etv
JOBIM,05,24,pv
JOBIM,05,25,ptb
JOBIM,05,26,esb
JOBIM,05,27,fsb
JOBIM,05,28,fsb
JOBIM,05,29,fsb
JOBIM,05,30,fs
JOBIM,05,31,fi
JOBIM,05,32,fj
JOBIM,06,1,pn
JOBIM,06,2,papc
JOBIM,06,3,pnpn
JOBIM,06,4,jjjb
JOBIM,06,5,papc
JOBIM,06,6,pnejb
JOBIM,06,7,pn
JOBIM,06,8,papc
JOBIM,06,9,pnnn
JOBIM,06,10,ntn
JOBIM,06,11,pc
JOBIM,06,12,sjjb
JOBIM,06,13,lnc
JOBIM,06,14,sbagh
JOBIM,06,15,gh
JOBIM,06,16,nn
JOBIM,06,17,nnaaeb
JOBIM,06,18,gh
JOBIM,06,19,ghagh
JOBIM,06,20,gh
JOBIM,06,21,gh
JOBIM,06,22,gln
JOBIM,06,23,gcq
JOBIM,06,24,eb
JOBIM,07,1,nae
JOBIM,07,2,nnj
JOBIM,07,3,pn
JOBIM,07,4,ebnnj
JOBIM,07,5,pnnj
JOBIM,07,6,pnn
JOBIM,07,7,nnn
JOBIM,07,8,nag
JOBIM,07,9,naeb
JOBIM,07,10,nnj
JOBIM,07,11,pn
JOBIM,07,12,ebnnj
JOBIM,07,13,pnnj
JOBIM,07,14,pnnc
JOBIM,07,15,bbb
JOBIM,07,16,bbbb
JOBIM,07,17,bbbn
JOBIM,08,1,bjb
JOBIM,08,2,jbjb
JOBIM,08,3,bjb
JOBIM,08,4,jbjbbb
JOBIM,08,5,bjb
JOBIM,08,6,jbjb
JOBIM,08,7,bjb
JOBIM,08,8,jbjbbb
JOBIM,08,9,jbjb
JOBIM,08,10,jbjb
JOBIM,08,11,jbjbjb
JOBIM,08,12,ebjb
JOBIM,08,13,jbjb
JOBIM,08,14,jbjbjb
JOBIM,08,15,bejjb
JOBIM,08,16,ejjb
JOBIM,08,17,pjjbab
JOBIM,08,18,ejbejjb
JOBIM,08,19,ejjb
JOBIM,08,20,pjjb
JOBIM,09,1,bsb
JOBIM,09,2,sjob
JOBIM,09,3,ebsb
JOBIM,09,4,sjob
JOBIM,09,5,sln
JOBIM,09,6,ob
JOBIM,09,7,bssb
JOBIM,09,8,vb
JOBIM,09,9,sjob
JOBIM,09,10,ebsbsb
JOBIM,09,11,rrn
JOBIM,09,12,bsb
JOBIM,09,13,bsjeb
JOBIM,09,14,gsb
JOBIM,09,15,sbsb
JOBIM,09,16,ebsb
JOBIM,09,17,sbsb
JOBIM,09,18,otn
JOBIM,09,19,bsb
JOBIM,09,20,ssb
JOBIM,10,1,ejb
JOBIM,10,2,ejjb
JOBIM,10,3,ejb
JOBIM,10,4,ejjb
JOBIM,10,5,ejbsbsb
JOBIM,10,6,ejbsivbb
JOBIM,10,7,ejb
JOBIM,10,8,ejjb
JOBIM,10,9,ejb
JOBIM,10,10,ejjb
JOBIM,10,11,ejbsbsjjb
JOBIM,10,12,sb
JOBIM,10,13,ejjb
JOBIM,11,1,ggab
JOBIM,11,2,ng
JOBIM,11,3,bng
JOBIM,11,4,bnnmb
JOBIM,11,5,ggab
JOBIM,11,6,ng
JOBIM,11,7,png
JOBIM,11,8,pn
JOBIM,11,9,pn
JOBIM,11,10,ggab
JOBIM,11,11,ng
JOBIM,11,12,bng
JOBIM,11,13,bnnn
JOBIM,11,14,png
JOBIM,11,15,bnnnr
JOBIM,11,16,nn
JOBIM,11,17,nnn
JOBIM,11,18,bpn
JOBIM,11,19,pn
JOBIM,11,20,png
JOBIM,11,21,pnaab
JOBIM,11,22,npn
JOBIM,11,23,nnn
JOBIM,11,24,pnnn
JOBIM,11,25,pnaab
JOBIM,11,26,ggab
JOBIM,11,27,ngab
JOBIM,11,28,ngab
JOBIM,11,29,nnn
JOBIM,11,30,nnn
JOBIM,11,31,nn
JOBIM,11,32,nn
JOBIM,11,33,etn
JOBIM,11,34,pn
JOBIM,11,35,pn
JOBIM,11,36,utnc
JOBIM,11,37,gj
JOBIM,11,38,pn
JOBIM,11,39,nn
JOBIM,11,40,pnc
JOBIM,11,41,gj
JOBIM,11,42,pn
JOBIM,11,43,nn
JOBIM,11,44,pnc
JOBIM,11,45,gj
JOBIM,11,46,pn
JOBIM,12,1,sgr
JOBIM,12,2,sgr
JOBIM,12,3,sgrnab
JOBIM,12,4,sgr
JOBIM,12,5,sgr
JOBIM,12,6,sgbsb
JOBIM,12,7,src
JOBIM,12,8,sgr
JOBIM,12,9,sgrc
JOBIM,12,10,bsrnaab
JOBIM,12,11,gvbb
JOBIM,12,12,gvbb
JOBIM,12,13,gvbsb
JOBIM,12,14,evbsb
JOBIM,13,1,jbaosb
JOBIM,13,2,jbaosb
JOBIM,13,3,fdkdb
JOBIM,13,4,fdkdb
JOBIM,13,5,fdkdkdkdb
JOBIM,13,6,pb
JOBIM,13,7,osb
JOBIM,13,8,jbaosb
JOBIM,13,9,fdkdb
JOBIM,13,10,fdkdb
JOBIM,13,11,fdkdkdkdb
JOBIM,13,12,okdkdkdb
JOBIM,13,13,okdkdkdb
JOBIM,13,14,okdkdkdb
JOBIM,13,15,okdkdkdb
JOBIM,13,16,pbaosb
JOBIM,13,17,jbaosb
JOBIM,13,18,fdkdb
JOBIM,13,19,fdkdkdb
JOBIM,13,20,jkdkdkdbb
JOBIM,13,21,kdkdkdbb
JOBIM,13,22,kdkdkdkdb
JOBIM,14,1,jjjb
JOBIM,14,2,jjjb
JOBIM,14,3,j
JOBIM,14,4,j
JOBIM,14,5,j
JOBIM,14,6,eb
JOBIM,14,7,jjjb
JOBIM,14,8,ekdb
JOBIM,14,9,ekdb
JOBIM,14,10,ebebeb
JOBIM,14,11,jjjb
JOBIM,14,12,bekdbab
JOBIM,14,13,ejjkdb
JOBIM,14,14,ejjbb
JOBIM,14,15,ejjjb
JOBIM,14,16,jjjjb
JOBIM,15,1,nr
JOBIM,15,2,nnn
JOBIM,15,3,nrc
JOBIM,15,4,gnn
JOBIM,15,5,nnj
JOBIM,15,6,nnnn
JOBIM,15,7,nrc
JOBIM,15,8,gnn
JOBIM,15,9,nr
JOBIM,15,10,nnn
JOBIM,15,11,nrc
JOBIM,15,12,gnn
JOBIM,15,13,gnjc
JOBIM,15,14,gnn
JOBIM,15,15,prc
JOBIM,15,16,gnnn
JOBIM,15,17,nnn
JOBIM,15,18,pnng
JOBIM,15,19,nnnc
JOBIM,15,20,gnnn
JOBIM,15,21,nnn
JOBIM,15,22,ngn
JOBIM,15,23,nrnnn
JOBIM,15,24,nrc
JOBIM,15,25,gnn
JOBIM,15,26,nrnn
JOBIM,15,27,grc
JOBIM,15,28,elrnn
JOBIM,15,29,gr
JOBIM,15,30,pvr
JOBIM,15,31,gvatc
JOBIM,15,32,pvrc
JOBIM,15,33,gnnj
JOBIM,16,1,bekdb
JOBIM,16,2,ekdb
JOBIM,16,3,kdb
JOBIM,16,4,kdbaabbaab
JOBIM,16,5,bbaabb
JOBIM,16,6,fdkdkd
JOBIM,16,7,kdkd
JOBIM,16,8,kdb
JOBIM,16,9,kdb
JOBIM,16,10,kdb
JOBIM,16,11,ejjb
JOBIM,16,12,fdb
JOBIM,16,13,fdb
JOBIM,16,14,ejjb
JOBIM,16,15,fdb
JOBIM,16,16,fdb
JOBIM,16,17,bbbaabb
JOBIM,16,18,fdkdkd
JOBIM,16,19,kdkd
JOBIM,16,20,kdb
JOBIM,16,21,kdb
JOBIM,16,22,okdb
JOBIM,16,23,kdbb
JOBIM,17,1,rn
JOBIM,17,2,grnj
JOBIM,17,3,pnnn
JOBIM,17,4,pnnj
JOBIM,17,5,pnnj
JOBIM,17,6,pnnj
JOBIM,17,7,pnnj
JOBIM,17,8,pnnj
JOBIM,17,9,pnnj
JOBIM,17,10,pnnj
JOBIM,17,11,pnnj
JOBIM,17,12,pnnj
JOBIM,17,13,pnnn
JOBIM,17,14,pnnj
JOBIM,17,15,pnnn
JOBIM,17,16,nnnj
JOBIM,18,1,osb
JOBIM,18,2,osb
JOBIM,18,3,osbeb
JOBIM,18,4,osb
JOBIM,18,5,osb
JOBIM,18,6,osbeb
JOBIM,18,7,fdkdkdkdb
JOBIM,18,8,bafdbakdb
JOBIM,18,9,ekdkdb
JOBIM,18,10,kdkdkdb
JOBIM,18,11,osb
JOBIM,18,12,fsb
JOBIM,18,13,fsb
JOBIM,18,14,ejkdkdkdkdb
JOBIM,19,1,ptc
JOBIM,19,2,pv
JOBIM,19,3,ujt
JOBIM,19,4,ut
JOBIM,19,5,nau
JOBIM,19,6,gss
JOBIM,19,7,ssbu
JOBIM,19,8,pt
JOBIM,19,9,pt
JOBIM,19,10,pt
JOBIM,19,11,pt
JOBIM,19,12,pq
JOBIM,19,13,nntn
JOBIM,19,14,ut
JOBIM,19,15,nau
JOBIM,19,16,gss
JOBIM,19,17,ssbu
JOBIM,19,18,pt
JOBIM,19,19,pt
JOBIM,19,20,uv
JOBIM,20,1,gvb
JOBIM,20,2,gvb
JOBIM,20,3,gvb
JOBIM,20,4,gvb
JOBIM,20,5,gvb
JOBIM,20,6,gvb
JOBIM,20,7,gvb
JOBIM,20,8,gvb
JOBIM,20,9,gvb
JOBIM,20,10,gvb
JOBIM,20,11,gvb
JOBIM,20,12,gvb
JOBIM,20,13,gvb
JOBIM,20,14,gvb
JOBIM,20,15,gvb
JOBIM,20,16,gvb
JOBIM,20,17,gvb
JOBIM,20,18,gvb
JOBIM,20,19,gvb
JOBIM,20,20,gvb
JOBIM,20,21,gvb
JOBIM,20,22,gvb
JOBIM,20,23,gvb
JOBIM,21,1,os
JOBIM,21,2,pr
JOBIM,21,3,pr
JOBIM,21,4,pnpv
JOBIM,21,5,enb
JOBIM,21,6,nlj
JOBIM,21,7,enb
JOBIM,21,8,gjgj
JOBIM,21,9,eub
JOBIM,21,10,pr
JOBIM,21,11,tn
JOBIM,21,12,rtn
JOBIM,21,13,guu
JOBIM,21,14,nbb
JOBIM,21,15,glg
JOBIM,22,1,bob
JOBIM,22,2,ossssb
JOBIM,22,3,osb
JOBIM,22,4,osb
JOBIM,22,5,ejjjjjb
JOBIM,22,6,bob
JOBIM,22,7,ossssb
JOBIM,22,8,osb
JOBIM,22,9,osb
JOBIM,22,10,ejjjjjb
JOBIM,22,11,jj
JOBIM,22,12,jj
JOBIM,22,13,jj
JOBIM,22,14,bob
JOBIM,22,15,ossssb
JOBIM,22,16,os
JOBIM,22,17,osb
JOBIM,22,18,ejjjjjb
JOBIM,23,1,pnc
JOBIM,23,2,jtn
JOBIM,23,3,pnc
JOBIM,23,4,jtn
JOBIM,23,5,pn
JOBIM,23,6,pn
JOBIM,23,7,pnc
JOBIM,23,8,jtn
JOBIM,23,9,pnc
JOBIM,23,10,jtn
JOBIM,23,11,ebn
JOBIM,23,12,ebn
JOBIM,23,13,pnc
JOBIM,23,14,jtn
JOBIM,23,15,nr
JOBIM,23,16,pnc
JOBIM,23,17,jtn
JOBIM,23,18,pnc
JOBIM,23,19,jtn
JOBIM,24,1,evb
JOBIM,24,2,gvvb
JOBIM,24,3,gvvb
JOBIM,24,4,gvlvb
JOBIM,24,5,ebaeb
JOBIM,24,6,ebaeb
JOBIM,24,7,ebaeb
JOBIM,24,8,evb
JOBIM,24,9,gvb
JOBIM,24,10,gvb
JOBIM,24,11,gvvb
JOBIM,24,12,gvvb
JOBIM,24,13,gvvb
JOBIM,24,14,gvb
JOBIM,24,15,gvvb
JOBIM,24,16,gvvb
JOBIM,24,17,gve
JOBIM,25,1,erb
JOBIM,25,2,pbsb
JOBIM,25,3,etb
JOBIM,25,4,pjjb
JOBIM,25,5,sb
JOBIM,25,6,ubub
JOBIM,25,7,sb
JOBIM,25,8,ububob
JOBIM,25,9,sbpbsb
JOBIM,25,10,sbubub
JOBIM,25,11,ssisb
JOBIM,25,12,trh
JOBIM,25,13,tsb
JOBIM,25,14,esbpjjb
JOBIM,26,1,ttb
JOBIM,26,2,pvc
JOBIM,26,3,gtb
JOBIM,26,4,pvc
JOBIM,26,5,gtb
JOBIM,26,6,pv
JOBIM,26,7,ttb
JOBIM,26,8,pvc
JOBIM,26,9,gtb
JOBIM,26,10,pvc
JOBIM,26,11,gt
JOBIM,26,12,pv
JOBIM,26,13,baosl
JOBIM,26,14,gaaosl
JOBIM,26,15,gaaosl
JOBIM,26,16,ossbb
JOBIM,26,17,ssbb
JOBIM,26,18,ltb
JOBIM,26,19,pvc
JOBIM,26,20,gtb
JOBIM,26,21,pvc
JOBIM,26,22,gv
JOBIM,26,23,nsb
JOBIM,27,1,sb
JOBIM,27,2,nbnb
JOBIM,27,3,sb
JOBIM,27,4,nrn
JOBIM,27,5,errrsb
JOBIM,27,6,nrrrb
JOBIM,27,7,obsb
JOBIM,27,8,ssb
JOBIM,27,9,ssb
JOBIM,27,10,ssb
JOBIM,27,11,ssb
JOBIM,27,12,grrrsb
JOBIM,27,13,nrrsb
JOBIM,27,14,obsb
JOBIM,27,15,nbbbbh
JOBIM,27,16,sb
JOBIM,27,17,nbnb
JOBIM,27,18,sb
JOBIM,27,19,nrn
JOBIM,27,20,errrsb
JOBIM,27,21,nrrsb
JOBIM,27,22,obsb
JOBIM,27,23,ssb
JOBIM,27,24,ssb
JOBIM,27,25,ssb
JOBIM,27,26,ssb
JOBIM,27,27,grrrsb
JOBIM,27,28,nrrsb
JOBIM,27,29,obsb
JOBIM,27,30,nbbbh
JOBIM,28,1,uvv
JOBIM,28,2,uv
JOBIM,28,3,nvvb
JOBIM,28,4,vv
JOBIM,28,5,uvvvb
JOBIM,28,6,vv
JOBIM,28,7,uvvvl
JOBIM,28,8,uvvb
JOBIM,28,9,uvuvb
JOBIM,28,10,vvbb
JOBIM,28,11,vvbb
JOBIM,28,12,vvbb
JOBIM,28,13,vvbb
JOBIM,28,14,vvbb
JOBIM,28,15,vvbb
JOBIM,28,16,vvb
JOBIM,28,17,uvvvbb
JOBIM,28,18,vv
JOBIM,28,19,uvvvvb
JOBIM,28,20,vv
JOBIM,28,21,urvb
JOBIM,28,22,uvvvv
JOBIM,28,23,uvvvb
JOBIM,28,24,vvvb
JOBIM,28,25,uvvb
JOBIM,29,1,baaabjkdb
JOBIM,29,2,jb
JOBIM,29,3,ejkdb
JOBIM,29,4,fdkdb
JOBIM,29,5,fdkdb
JOBIM,29,6,baaabjkdb
JOBIM,29,7,bb
JOBIM,29,8,ejjeb
JOBIM,29,9,ubeb
JOBIM,29,10,baaabjkdb
JOBIM,29,11,jb
JOBIM,29,12,ejkdb
JOBIM,29,13,fdkdb
JOBIM,29,14,fdkdb
JOBIM,29,15,baaabjjeb
JOBIM,29,16,jebjb
JOBIM,29,17,jebjb
JOBIM,30,1,baln
JOBIM,30,2,ln
JOBIM,30,3,pnl
JOBIM,30,4,baln
JOBIM,30,5,ln
JOBIM,30,6,pnn
JOBIM,30,7,n
JOBIM,30,8,nc
JOBIM,30,9,n
JOBIM,30,10,n
JOBIM,30,11,n
JOBIM,30,12,nc
JOBIM,30,13,ncjtn
JOBIM,31,1,ej
JOBIM,31,2,fsb
JOBIM,31,3,osj
JOBIM,31,4,fsj
JOBIM,31,5,esj
JOBIM,31,6,fsj
JOBIM,31,7,fsb
JOBIM,31,8,ebaosb
JOBIM,31,9,osb
JOBIM,31,10,osb
JOBIM,31,11,osj
JOBIM,31,12,osb
JOBIM,31,13,osbab
JOBIM,31,14,s
JOBIM,31,15,s
JOBIM,32,1,gc
JOBIM,32,2,jtnaaj
JOBIM,32,3,gc
JOBIM,32,4,jtn
JOBIM,32,5,nc
JOBIM,32,6,jtnaab
JOBIM,32,7,ncjb
JOBIM,32,8,ncjb
JOBIM,32,9,ncjb
JOBIM,32,10,pnaab
JOBIM,32,11,nc
JOBIM,32,12,jtn
JOBIM,32,13,nc
JOBIM,32,14,jl
JOBIM,32,15,nc
JOBIM,32,16,jtn
JOBIM,32,17,etn
JOBIM,32,18,hjtnaaj
JOBIM,32,19,gc
JOBIM,32,20,jtn
JOBIM,32,21,nc
JOBIM,32,22,jtnaab
JOBIM,32,23,ncjb
JOBIM,32,24,ncjb
JOBIM,32,25,nc
JOBIM,32,26,jtn
JOBIM,32,27,nn
JOBIM,32,28,gn
JOBIM,33,1,bejb
